Row_ID,Order_ID,Order_Date,Ship_Date,Shipping_Days,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Order_Year,Order_Month,Discount_Bucket,Profit_Status
7478,CA-2014-167199,2014-01-06,2014-01-10,4,Standard Class,ME-17320,Maria Etezadi,Home Office,Henderson,Kentucky,South,Technology,Phones,GE 30524EE4,391.98,2,0.0,113.67,29.0,2014,1,No Discount,Profitable
7479,CA-2014-167199,2014-01-06,2014-01-10,4,Standard Class,ME-17320,Maria Etezadi,Home Office,Henderson,Kentucky,South,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,4,0.0,204.11,27.0,2014,1,No Discount,Profitable
7480,CA-2014-167199,2014-01-06,2014-01-10,4,Standard Class,ME-17320,Maria Etezadi,Home Office,Henderson,Kentucky,South,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",31.12,4,0.0,0.31,1.0,2014,1,No Discount,Profitable
7481,CA-2014-167199,2014-01-06,2014-01-10,4,Standard Class,ME-17320,Maria Etezadi,Home Office,Henderson,Kentucky,South,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,6.54,1,0.0,3.01,46.0,2014,1,No Discount,Profitable
7661,CA-2014-105417,2014-01-07,2014-01-12,5,Standard Class,VS-21820,Vivek Sundaresam,Consumer,Huntsville,Texas,Central,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.73,3,0.600000023841858,-53.71,-70.0,2014,1,Extreme 50pct+,Loss Making
7662,CA-2014-105417,2014-01-07,2014-01-12,5,Standard Class,VS-21820,Vivek Sundaresam,Consumer,Huntsville,Texas,Central,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43,7,0.800000011920929,-18.25,-175.0,2014,1,Extreme 50pct+,Loss Making
593,CA-2014-135405,2014-01-09,2014-01-13,4,Standard Class,MS-17830,Melanie Seite,Consumer,Laredo,Texas,Central,Office Supplies,Art,Newell 312,9.34,2,0.200000002980232,1.17,12.5,2014,1,High 21-30pct,Profitable
594,CA-2014-135405,2014-01-09,2014-01-13,4,Standard Class,MS-17830,Melanie Seite,Consumer,Laredo,Texas,Central,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.200000002980232,9.75,31.25,2014,1,High 21-30pct,Profitable
866,CA-2014-149020,2014-01-10,2014-01-15,5,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,South,Office Supplies,Labels,Avery 482,2.89,1,0.0,1.36,47.0,2014,1,No Discount,Profitable
867,CA-2014-149020,2014-01-10,2014-01-15,5,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,South,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.0,21.3,41.0,2014,1,No Discount,Profitable
717,CA-2014-130092,2014-01-11,2014-01-14,3,First Class,SV-20365,Seth Vernon,Consumer,Dover,Delaware,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.08,31.0,2014,1,No Discount,Profitable
764,CA-2014-162775,2014-01-13,2014-01-15,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,Staple envelope,11.36,2,0.0,5.34,47.0,2014,1,No Discount,Profitable
765,CA-2014-162775,2014-01-13,2014-01-15,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0.0,25.47,50.0,2014,1,No Discount,Profitable
766,CA-2014-162775,2014-01-13,2014-01-15,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0.0,258.7,40.0,2014,1,No Discount,Profitable
767,CA-2014-162775,2014-01-13,2014-01-15,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Binders,3-ring staple pack,5.64,3,0.0,2.71,48.0,2014,1,No Discount,Profitable
768,CA-2014-162775,2014-01-13,2014-01-15,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.0,34.35,6.0,2014,1,No Discount,Profitable
2979,CA-2014-109232,2014-01-13,2014-01-16,3,Second Class,ND-18370,Natalie DeCherney,Consumer,Mount Pleasant,South Carolina,South,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.0,87.35,16.0,2014,1,No Discount,Profitable
4938,CA-2014-157147,2014-01-13,2014-01-18,5,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.65,18.0,2014,1,No Discount,Profitable
4939,CA-2014-157147,2014-01-13,2014-01-18,5,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",334.0,3,0.150000005960464,3.93,1.18,2014,1,Medium 11-20pct,Profitable
4940,CA-2014-157147,2014-01-13,2014-01-18,5,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.57,33.0,2014,1,No Discount,Profitable
9629,CA-2014-118192,2014-01-13,2014-01-18,5,Standard Class,MM-17920,Michael Moore,Consumer,Newark,Ohio,East,Office Supplies,Paper,Xerox 1923,37.41,7,0.200000002980232,13.09,35.0,2014,1,High 21-30pct,Profitable
9630,CA-2014-118192,2014-01-13,2014-01-18,5,Standard Class,MM-17920,Michael Moore,Consumer,Newark,Ohio,East,Office Supplies,Binders,Avery Metallic Poly Binders,3.44,2,0.699999988079071,-2.52,-73.33,2014,1,Extreme 50pct+,Loss Making
6475,CA-2014-149524,2014-01-14,2014-01-15,1,First Class,BS-11590,Brendan Sweed,Corporate,Philadelphia,Pennsylvania,East,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,0.5,-53.29,-86.0,2014,1,Very High 31-50pct,Loss Making
1914,CA-2014-103366,2014-01-15,2014-01-17,2,First Class,EH-13990,Erica Hackney,Consumer,Roswell,Georgia,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.98,44.0,2014,1,No Discount,Profitable
971,CA-2014-115791,2014-01-16,2014-01-18,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.1,6,0.200000002980232,28.6,22.5,2014,1,High 21-30pct,Profitable
972,CA-2014-115791,2014-01-16,2014-01-18,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,AT&T 841000 Phone,124.2,3,0.400000005960464,-31.05,-25.0,2014,1,Very High 31-50pct,Loss Making
973,CA-2014-115791,2014-01-16,2014-01-18,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Linen Binding Covers,18.59,2,0.699999988079071,-13.63,-73.33,2014,1,Extreme 50pct+,Loss Making
974,CA-2014-115791,2014-01-16,2014-01-18,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.07,3,0.200000002980232,10.15,33.75,2014,1,High 21-30pct,Profitable
5365,CA-2014-123477,2014-01-18,2014-01-21,3,Second Class,DW-13195,David Wiener,Corporate,Springfield,Oregon,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.86,4,0.200000002980232,6.49,10.0,2014,1,High 21-30pct,Profitable
5463,CA-2014-146591,2014-01-19,2014-01-20,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.699999988079071,-23.72,-73.33,2014,1,Extreme 50pct+,Loss Making
5464,CA-2014-146591,2014-01-19,2014-01-20,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.06,4,0.200000002980232,19.62,35.0,2014,1,High 21-30pct,Profitable
5465,CA-2014-146591,2014-01-19,2014-01-20,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.200000002980232,36.69,33.75,2014,1,High 21-30pct,Profitable
5466,CA-2014-146591,2014-01-19,2014-01-20,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.699999988079071,-320.6,-176.67,2014,1,Extreme 50pct+,Loss Making
5737,CA-2014-148614,2014-01-20,2014-01-25,5,Standard Class,MV-17485,Mark Van Huff,Consumer,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.29,48.0,2014,1,No Discount,Profitable
5738,CA-2014-148614,2014-01-20,2014-01-25,5,Standard Class,MV-17485,Mark Van Huff,Consumer,Los Angeles,California,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79,30.0,2014,1,No Discount,Profitable
6327,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.05,29.0,2014,1,No Discount,Profitable
6328,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.02,11.0,2014,1,No Discount,Profitable
6329,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,8.95,47.0,2014,1,No Discount,Profitable
6330,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.72,4,0.100000001490116,93.58,37.78,2014,1,Medium 11-20pct,Profitable
6331,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.98,24.0,2014,1,No Discount,Profitable
6332,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.74,29.0,2014,1,No Discount,Profitable
6333,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.86,33.0,2014,1,No Discount,Profitable
6334,CA-2014-167927,2014-01-20,2014-01-26,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0.0,13.36,45.0,2014,1,No Discount,Profitable
7121,US-2014-147774,2014-01-20,2014-01-26,6,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,Smyrna,Tennessee,South,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.19,1,0.699999988079071,-51.52,-76.67,2014,1,Extreme 50pct+,Loss Making
1122,US-2014-147627,2014-01-20,2014-01-26,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Technology,Phones,Apple iPhone 5C,699.93,7,0.0,181.98,26.0,2014,1,No Discount,Profitable
1123,US-2014-147627,2014-01-20,2014-01-26,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,Newell 351,22.96,7,0.0,6.66,29.0,2014,1,No Discount,Profitable
1124,US-2014-147627,2014-01-20,2014-01-26,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.58,30.0,2014,1,No Discount,Profitable
1125,US-2014-147627,2014-01-20,2014-01-26,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,Newell 327,6.63,3,0.0,1.79,27.0,2014,1,No Discount,Profitable
1126,US-2014-147627,2014-01-20,2014-01-26,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Office Supplies,Envelopes,Staple envelope,23.34,3,0.0,10.97,47.0,2014,1,No Discount,Profitable
1127,US-2014-147627,2014-01-20,2014-01-26,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,224.27,21.0,2014,1,No Discount,Profitable
9990,CA-2014-110422,2014-01-21,2014-01-23,2,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Miami,Florida,South,Furniture,Furnishings,Ultra Door Pull Handle,25.25,3,0.200000002980232,4.1,16.25,2014,1,High 21-30pct,Profitable
9887,CA-2014-146997,2014-01-23,2014-01-27,4,Standard Class,SG-20605,Speros Goranitis,Consumer,Lafayette,Indiana,Central,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0.0,0.0,0.0,2014,1,No Discount,Loss Making
9156,CA-2014-102645,2014-01-23,2014-01-28,5,Standard Class,IM-15055,Ionia McGrath,Consumer,Las Vegas,Nevada,West,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.24,48.0,2014,1,No Discount,Profitable
8150,CA-2014-167997,2014-01-26,2014-01-29,3,First Class,CA-11965,Carol Adams,Corporate,Rapid City,South Dakota,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,5.02,47.0,2014,1,No Discount,Profitable
8151,CA-2014-167997,2014-01-26,2014-01-29,3,First Class,CA-11965,Carol Adams,Corporate,Rapid City,South Dakota,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.75,28.0,2014,1,No Discount,Profitable
2579,US-2014-155502,2014-01-26,2014-01-31,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.0,30.78,49.0,2014,1,No Discount,Profitable
2580,US-2014-155502,2014-01-26,2014-01-31,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.0,0.0,0.0,2014,1,No Discount,Loss Making
2581,US-2014-155502,2014-01-26,2014-01-31,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.0,9.33,48.0,2014,1,No Discount,Profitable
2582,US-2014-155502,2014-01-26,2014-01-31,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,8.34,50.0,2014,1,No Discount,Profitable
2583,US-2014-155502,2014-01-26,2014-01-31,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.0,0.0,0.0,2014,1,No Discount,Loss Making
2584,US-2014-155502,2014-01-26,2014-01-31,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,4.47,36.0,2014,1,No Discount,Profitable
2585,US-2014-155502,2014-01-26,2014-01-31,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Technology,Phones,Jabra SPEAK 410,187.98,2,0.0,52.63,28.0,2014,1,No Discount,Profitable
3795,US-2014-117163,2014-01-27,2014-02-02,6,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,West,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.0,14.31,25.0,2014,1,No Discount,Profitable
3796,US-2014-117163,2014-01-27,2014-02-02,6,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,West,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3,0.200000002980232,-16.65,-5.0,2014,1,High 21-30pct,Loss Making
3797,US-2014-117163,2014-01-27,2014-02-02,6,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.03,33.0,2014,1,No Discount,Profitable
3084,CA-2014-100328,2014-01-28,2014-02-03,6,Standard Class,JC-15340,Jasper Cacioppo,Consumer,New York City,New York,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.93,1,0.200000002980232,1.33,33.75,2014,1,High 21-30pct,Profitable
6388,CA-2014-134103,2014-01-30,2014-02-04,5,Standard Class,MV-18190,Mike Vittorini,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.75,45.0,2014,1,No Discount,Profitable
6389,CA-2014-134103,2014-01-30,2014-02-04,5,Standard Class,MV-18190,Mike Vittorini,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.9,3.0,2014,1,No Discount,Profitable
3366,CA-2014-115161,2014-01-31,2014-02-02,2,First Class,LC-17050,Liz Carlisle,Consumer,Mission Viejo,California,West,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.67,2,0.150000005960464,3.42,1.18,2014,1,Medium 11-20pct,Profitable
541,CA-2014-140795,2014-02-01,2014-02-03,2,First Class,BD-11500,Bradley Drucker,Consumer,Green Bay,Wisconsin,Central,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.32,44.0,2014,2,No Discount,Profitable
1704,CA-2014-139857,2014-02-02,2014-02-06,4,Standard Class,CD-12790,Cynthia Delaney,Home Office,San Diego,California,West,Office Supplies,Fasteners,Staples,12.35,5,0.0,5.8,47.0,2014,2,No Discount,Profitable
9138,CA-2014-123400,2014-02-02,2014-02-09,7,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,South,Office Supplies,Binders,Surelock Post Binders,18.34,2,0.699999988079071,-12.22,-66.67,2014,2,Extreme 50pct+,Loss Making
9139,CA-2014-123400,2014-02-02,2014-02-09,7,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,South,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.200000002980232,13.57,7.5,2014,2,High 21-30pct,Profitable
1518,CA-2014-111059,2014-02-03,2014-02-06,3,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.200000002980232,27.25,32.5,2014,2,High 21-30pct,Profitable
1519,CA-2014-111059,2014-02-03,2014-02-06,3,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Binders,Avery Durable Poly Binders,13.27,3,0.200000002980232,4.31,32.5,2014,2,High 21-30pct,Profitable
1544,CA-2014-107181,2014-02-04,2014-02-08,4,Standard Class,DB-13270,Deborah Brumfield,Home Office,San Diego,California,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.9,3,0.200000002980232,29.01,35.0,2014,2,High 21-30pct,Profitable
1545,CA-2014-107181,2014-02-04,2014-02-08,4,Standard Class,DB-13270,Deborah Brumfield,Home Office,San Diego,California,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0.0,16.09,47.0,2014,2,No Discount,Profitable
8585,CA-2014-104808,2014-02-04,2014-02-08,4,Second Class,MH-17440,Mark Haberlin,Corporate,Escondido,California,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.25,2,0.200000002980232,6.04,35.0,2014,2,High 21-30pct,Profitable
8981,CA-2014-108182,2014-02-06,2014-02-10,4,Second Class,DL-13315,Delfina Latchford,Consumer,Romeoville,Illinois,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.95,2,0.800000011920929,-14.77,-165.0,2014,2,Extreme 50pct+,Loss Making
1998,CA-2014-131905,2014-02-06,2014-02-09,3,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,South,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.2,48.0,2014,2,No Discount,Profitable
1999,CA-2014-131905,2014-02-06,2014-02-09,3,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,South,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0.0,42.02,26.0,2014,2,No Discount,Profitable
2000,CA-2014-131905,2014-02-06,2014-02-09,3,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,South,Technology,Phones,AT&T CL82213,144.95,5,0.0,42.04,29.0,2014,2,No Discount,Profitable
850,CA-2014-107755,2014-02-07,2014-02-12,5,Standard Class,CK-12760,Cyma Kinney,Corporate,Linden,New Jersey,East,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0.0,49.6,43.0,2014,2,No Discount,Profitable
8736,US-2014-169390,2014-02-07,2014-02-10,3,Second Class,CS-12250,Chris Selesnick,Corporate,New York City,New York,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,4,0.0,9.74,15.0,2014,2,No Discount,Profitable
9267,CA-2014-125759,2014-02-08,2014-02-09,1,First Class,NM-18445,Nathan Mautz,Home Office,North Las Vegas,Nevada,West,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0.0,5.53,38.0,2014,2,No Discount,Profitable
9255,CA-2014-168368,2014-02-11,2014-02-15,4,Second Class,GA-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.0,15.22,25.0,2014,2,No Discount,Profitable
9256,CA-2014-168368,2014-02-11,2014-02-15,4,Second Class,GA-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Labels,Avery 483,14.94,3,0.0,6.87,46.0,2014,2,No Discount,Profitable
9257,CA-2014-168368,2014-02-11,2014-02-15,4,Second Class,GA-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,4.43,46.0,2014,2,No Discount,Profitable
9258,CA-2014-168368,2014-02-11,2014-02-15,4,Second Class,GA-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,0.0,53.27,16.0,2014,2,No Discount,Profitable
9259,CA-2014-168368,2014-02-11,2014-02-15,4,Second Class,GA-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Binders,VariCap6 Expandable Binder,51.9,3,0.0,24.39,47.0,2014,2,No Discount,Profitable
9260,CA-2014-168368,2014-02-11,2014-02-15,4,Second Class,GA-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.6,4.0,2014,2,No Discount,Profitable
5631,CA-2014-127614,2014-02-11,2014-02-15,4,Standard Class,NF-18385,Natalie Fritzler,Consumer,Chesapeake,Virginia,South,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,3,0.0,103.16,44.0,2014,2,No Discount,Profitable
